row_id,split,daily_social_media_hours,sleep_hours,screen_time_before_sleep,physical_activity,social_interaction_level,academic_performance,usage_intensity_cluster_id,usage_intensity_cluster_name,lifestyle_health_cluster_id,lifestyle_health_cluster_name,social_behavior_cluster_id,social_behavior_cluster_name,stress_pattern_cluster_id,stress_pattern_cluster_name,combined_persona
159,train,7.5,8.0,2.0,0.7,medium,3.25,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | High Stress Users
1600,train,7.6,5.0,1.8,1.4,medium,2.22,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
953,train,3.3,7.4,0.9,0.2,medium,2.53,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
3081,train,2.9,5.7,2.3,1.9,low,3.01,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
3612,train,4.6,6.6,1.8,1.3,low,2.89,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
44,train,5.2,4.1,2.1,0.2,medium,3.07,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
708,train,6.9,5.6,1.4,0.7,low,2.09,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2867,train,7.5,4.8,0.6,1.6,high,2.32,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2676,train,4.2,7.2,1.7,0.3,medium,2.82,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
2041,train,6.3,5.2,2.2,0.3,medium,2.05,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
929,train,2.5,8.9,1.2,1.5,high,3.33,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
18,train,6.7,6.8,1.9,1.4,high,3.08,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3273,train,1.5,7.4,1.0,0.1,high,3.66,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
1158,train,5.1,4.6,1.1,1.5,medium,2.75,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
2842,train,3.0,7.4,0.9,1.4,medium,3.55,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1509,train,5.9,6.8,1.6,1.0,high,2.62,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
146,train,2.1,5.0,1.4,1.1,low,2.96,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
511,train,6.6,7.4,2.2,0.6,high,2.63,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1297,train,3.1,5.8,3.0,0.9,medium,2.87,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | Low Stress Users
1163,train,4.0,7.8,0.6,1.7,high,3.61,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1564,train,5.2,6.9,2.7,0.0,high,3.07,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3041,train,7.6,4.0,2.4,0.0,medium,2.08,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3334,train,4.5,5.6,2.2,0.8,high,2.53,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2193,train,2.2,7.1,1.7,1.3,medium,3.9,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2748,train,3.5,6.6,2.7,0.4,low,3.42,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
1222,train,3.8,7.3,0.6,0.3,high,3.72,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
406,train,3.8,5.3,2.5,1.0,low,3.48,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | High Stress Users
456,train,2.8,6.2,2.4,0.4,high,2.58,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
570,train,5.3,6.8,1.9,1.6,low,3.39,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | High Stress Users
3683,train,1.4,7.7,2.0,1.8,low,4.0,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
3396,train,7.9,5.6,0.7,0.5,medium,2.45,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
970,train,5.4,4.9,1.5,0.0,medium,3.4,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | Low Stress Users
3104,train,3.5,6.4,2.6,0.3,high,2.72,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
805,train,6.0,5.3,2.7,1.4,medium,3.2,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1893,train,2.7,6.9,1.8,0.7,low,3.23,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
2260,train,2.7,8.6,0.8,1.0,medium,3.95,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1790,train,4.3,5.5,2.5,1.7,high,2.51,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
2429,train,3.2,6.7,0.7,0.3,high,3.17,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
1131,train,5.6,4.5,1.4,1.2,low,2.44,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
623,train,2.9,7.2,2.0,1.5,medium,3.96,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,1,High Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | High Stress Users
2579,train,6.5,5.1,0.6,0.9,low,2.74,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2470,train,5.9,4.8,2.7,1.8,high,2.72,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
426,train,6.1,7.6,1.4,0.9,low,2.72,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | High Stress Users
2056,train,3.2,7.3,0.7,0.2,low,3.2,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
3222,train,7.2,5.8,1.5,0.0,medium,2.0,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2090,train,7.0,5.8,1.8,0.4,high,2.05,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3514,train,6.9,5.3,3.0,0.3,medium,2.72,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2659,train,2.6,8.1,0.6,1.1,medium,3.98,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
3340,train,3.3,6.4,2.7,1.0,low,3.19,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
333,train,5.4,4.1,2.0,1.9,medium,3.82,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
1328,train,2.4,6.8,1.6,0.7,low,3.45,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
1309,train,5.7,4.7,1.9,0.1,low,2.0,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2901,train,6.7,6.2,0.8,0.9,medium,2.67,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
469,train,2.2,7.5,2.2,1.6,low,2.95,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
133,train,3.1,5.7,2.9,0.6,medium,3.1,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2582,train,7.3,5.4,1.3,0.5,high,2.09,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3201,train,2.2,6.9,1.1,1.4,high,3.32,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2875,train,3.5,6.1,0.7,0.6,high,2.93,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
1824,train,6.7,5.3,1.5,1.2,low,2.01,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
276,train,7.0,4.1,1.9,0.3,medium,2.3,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2114,train,1.6,7.8,1.1,0.8,high,3.7,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2272,train,5.5,5.7,1.9,1.7,low,2.47,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
222,train,4.0,6.5,2.4,0.6,low,3.67,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
233,train,7.7,7.3,1.8,2.0,medium,3.13,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | High Stress Users
533,train,6.4,5.9,2.8,1.3,high,3.81,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
414,train,6.5,5.3,1.8,0.2,high,2.29,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1469,train,6.3,4.9,2.5,0.1,low,2.0,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
1705,train,2.7,6.8,1.5,1.5,medium,3.39,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
43,train,4.0,8.8,1.3,1.9,medium,3.59,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2810,train,1.9,7.9,2.1,1.4,low,4.0,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
1737,train,3.9,5.8,2.3,0.7,low,3.1,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | Low Stress Users
1821,train,2.5,6.0,2.1,0.4,high,3.62,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
2068,train,3.3,6.4,2.6,1.4,low,3.03,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
514,train,7.1,6.3,2.2,0.8,high,3.88,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | High Stress Users
3358,train,3.5,6.8,0.7,1.5,high,3.39,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
